站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
50968,20220903013410,29.1,1004.0,1,191,7.5,1.2,10335.5
50973,20220903013410,22.1,1025.6,38,261,11.9,0.2,10033.2
50978,20220903013410,14.4,1016.7,38,243,5.2,0.3,10195.7
50983,20220903013410,7.1,1011.1,71,289,0.1,0.9,10360.8
54094,20220903013410,14.6,1013.6,76,311,9.1,0.3,10284.7
54096,20220903013410,1.6,1018.9,25,164,5.2,0.1,10263.9
57251,20220903013410,28.5,1014.8,83,249,0.7,0.3,10495.4
57256,20220903013410,18.1,1015.8,18,351,12.1,1.5,10217.1
57259,20220903013410,10.3,1005.2,92,357,0.8,0.2,10278.2
57265,20220903013410,15.5,1024.8,57,70,1.4,0.8,10129.6
57278,20220903013410,8.1,1011.0,73,177,9.8,1.4,10270.1
57279,20220903013410,30.4,1002.8,15,179,14.8,0.3,10128.9
57355,20220903013410,7.9,1024.3,76,227,9.3,0.6,10044.4
57358,20220903013410,17.7,1016.9,98,35,13.2,0.1,10295.1
57359,20220903013410,7.4,1018.7,53,324,3.2,0.0,10027.6
57363,20220903013410,2.9,1003.3,12,100,11.3,0.6,10049.5
57378,20220903013410,28.0,1026.4,83,305,8.0,1.3,10127.7
57381,20220903013410,32.0,1016.0,2,56,5.9,1.0,10339.6
57395,20220903013410,28.0,1004.9,63,262,14.1,1.0,10365.6
57399,20220903013410,4.9,1013.8,61,310,2.8,0.8,10007.5
57439,20220903013410,1.9,1005.0,15,108,6.1,1.2,10170.4
57445,20220903013410,30.0,1001.0,79,314,3.0,0.7,10207.9
57447,20220903013410,24.6,1015.5,80,265,3.4,1.3,10339.0
57458,20220903013410,5.3,1020.4,88,235,10.4,0.3,10433.9
57461,20220903013410,13.3,1017.1,21,159,12.3,0.6,10402.7
57476,20220903013410,22.7,1013.2,35,356,8.7,0.4,10004.5
57482,20220903013410,25.3,1000.1,87,311,2.6,0.1,10229.0
57483,20220903013410,3.7,1025.0,29,151,12.1,1.1,10398.2
57493,20220903013410,12.5,1003.3,18,132,3.4,0.1,10463.7
57494,20220903013410,22.7,1003.9,33,13,0.6,0.2,10094.3
57545,20220903013410,26.6,1001.4,65,285,3.0,0.2,10275.4
57573,20220903013410,11.1,1011.4,78,92,13.1,1.3,10300.7
57581,20220903013410,10.6,1003.3,16,103,8.6,0.4,10338.3
57583,20220903013410,34.0,1022.8,92,270,14.7,0.7,10270.2
57595,20220903013410,22.4,1007.8,50,254,7.8,1.3,10165.8
58402,20220903013410,28.3,1017.3,1,179,3.9,0.5,10027.1
58407,20220903013410,7.2,1022.6,8,356,5.9,0.2,10009.3
58500,20220903013410,29.2,1020.8,7,190,13.2,1.4,10093.7
57554,20220903013410,29.5,1019.0,29,177,7.1,1.3,10295.4
57562,20220903013410,12.9,1011.4,64,241,11.2,0.3,10244.9
57574,20220903013410,15.0,1006.9,77,67,3.0,1.5,10182.2
57584,20220903013410,34.5,1002.0,15,257,6.8,0.8,10020.4
57642,20220903013410,6.6,1025.7,61,254,0.0,0.4,10153.6
57649,20220903013410,20.6,1010.9,68,2,1.5,1.0,10186.1
57655,20220903013410,22.2,1014.7,69,84,14.3,0.4,10186.5
57662,20220903013410,5.9,1018.9,19,285,13.9,0.0,10206.5
57669,20220903013410,28.4,1006.6,63,242,13.1,1.0,10013.4
57671,20220903013410,23.0,1011.1,73,254,8.7,1.5,10236.3
57673,20220903013410,21.7,1023.8,16,313,2.0,1.1,10373.4
57679,20220903013410,28.1,1000.9,33,178,1.1,0.2,10265.8
57682,20220903013410,15.4,1009.1,12,222,14.2,1.3,10467.2
57687,20220903013410,12.7,1025.5,26,148,6.6,0.9,10174.0
57745,20220903013410,12.7,1007.5,43,9,1.3,0.6,10345.2
57749,20220903013410,32.5,1019.3,64,210,7.5,0.3,10020.4
57752,20220903013410,8.6,1013.4,98,348,13.5,1.2,10165.8
57758,20220903013410,30.8,1012.0,81,355,8.7,0.5,10378.5
57761,20220903013410,21.2,1013.0,79,22,14.7,0.4,10188.2
57766,20220903013410,15.2,1022.7,66,88,7.6,0.8,10098.7
57774,20220903013410,29.5,1004.2,45,289,12.8,1.3,10132.2
57776,20220903013410,29.1,1005.8,33,104,4.0,1.2,10347.8
57779,20220903013410,16.5,1026.0,68,116,12.5,1.3,10405.3
57780,20220903013410,12.9,1005.9,70,297,10.2,1.0,10360.5
57841,20220903013410,16.0,1010.1,90,21,14.5,0.5,10441.8
57845,20220903013410,26.2,1001.8,52,220,13.1,0.4,10342.9
57853,20220903013410,33.4,1014.1,37,193,1.6,0.3,10210.6
57857,20220903013410,13.0,1019.5,40,188,2.1,0.0,10221.0
57860,20220903013410,6.9,1018.1,44,173,6.4,0.4,10371.3
57866,20220903013410,24.6,1024.4,9,166,14.7,0.4,10201.2
57872,20220903013410,16.8,1025.6,64,44,4.2,0.7,10286.0
57874,20220903013410,13.8,1010.6,52,86,10.8,1.0,10221.9
57889,20220903013410,14.7,1007.3,85,305,5.1,0.7,10116.5
57965,20220903013410,29.7,1024.9,46,219,3.3,0.9,10229.2
57972,20220903013410,31.4,1026.0,97,23,1.1,0.3,10154.7
57974,20220903013410,1.9,1004.2,30,337,7.0,0.4,10232.6
50936,20220903013410,30.1,1003.7,55,330,7.5,1.0,10159.2
50945,20220903013410,33.2,1017.4,74,17,3.5,1.0,10201.2
50948,20220903013410,17.1,1017.4,95,204,8.9,1.1,10161.6
50949,20220903013410,22.4,1002.2,40,117,6.7,0.8,10446.3
54041,20220903013410,15.5,1025.5,54,68,12.4,0.7,10209.0
54049,20220903013410,6.6,1018.2,46,11,11.9,1.0,10037.6
54063,20220903013410,4.9,1000.1,57,155,6.7,1.5,10270.2
54064,20220903013410,9.6,1019.4,48,129,9.8,1.0,10400.9
54142,20220903013410,9.4,1019.1,45,295,0.8,1.0,10031.0
54157,20220903013410,21.3,1016.4,6,324,10.7,1.0,10043.4
54161,20220903013410,33.2,1011.7,96,102,11.3,0.4,10243.3
54165,20220903013410,5.1,1021.3,38,29,4.9,0.4,10464.0
54171,20220903013410,18.4,1006.9,18,207,8.2,0.9,10329.6
54181,20220903013410,21.6,1016.8,2,223,12.5,0.2,10206.9
54186,20220903013410,23.3,1025.3,28,142,13.0,0.6,10253.0
54195,20220903013410,2.6,1009.9,3,228,12.9,0.0,10326.3
54260,20220903013410,23.0,1018.3,69,280,0.5,1.3,10023.9
54263,20220903013410,4.8,1009.5,26,290,11.6,1.4,10435.3
54266,20220903013410,4.9,1011.9,65,255,9.4,1.5,10344.8
54273,20220903013410,25.2,1001.9,82,62,13.8,0.8,10032.7
54276,20220903013410,22.0,1002.8,21,288,10.8,0.4,10176.0
54284,20220903013410,8.1,1004.5,32,283,12.8,1.2,10342.3
54285,20220903013410,8.8,1010.4,39,297,12.0,1.0,10054.0
54286,20220903013410,6.1,1006.6,2,251,11.0,0.6,10328.1
54292,20220903013410,15.6,1011.0,69,358,0.0,0.9,10211.8
54363,20220903013410,4.1,1010.4,52,266,5.7,1.5,10328.0
54374,20220903013410,12.2,1007.6,67,129,2.6,0.8,10433.3
54377,20220903013410,10.5,1015.9,31,23,10.5,1.5,10472.4
54386,20220903013410,17.4,1025.7,72,357,3.8,0.0,10121.2
58026,20220903013410,26.7,1014.8,60,333,11.2,0.2,10270.0
58027,20220903013410,18.4,1011.3,62,196,8.5,0.0,10457.1
58038,20220903013410,4.0,1013.9,56,91,4.5,0.1,10079.3
58040,20220903013410,10.0,1012.8,33,101,8.8,0.8,10206.4
58047,20220903013410,18.3,1005.0,80,268,3.3,0.2,10477.2
58130,20220903013410,17.3,1015.3,55,149,14.4,0.7,10437.7
58135,20220903013410,28.4,1002.2,64,286,13.4,1.4,10176.1
58138,20220903013410,1.4,1011.8,37,284,2.8,0.8,10483.4
58141,20220903013410,5.0,1020.3,45,24,12.8,1.1,10247.7
58143,20220903013410,18.2,1006.3,88,201,6.4,0.9,10227.9
58150,20220903013410,3.8,1016.5,56,203,5.8,0.6,10410.7
58158,20220903013410,3.0,1003.1,51,123,9.9,1.4,10371.6
58238,20220903013410,14.5,1008.6,66,356,13.9,1.3,10433.4
58241,20220903013410,32.6,1014.2,6,353,0.2,0.8,10021.2
58251,20220903013410,29.5,1000.2,25,288,9.8,0.0,10384.6
58252,20220903013410,15.1,1024.7,13,242,4.3,0.7,10004.1
58255,20220903013410,6.7,1010.3,86,22,6.4,1.4,10394.3
58259,20220903013410,31.0,1007.1,11,276,9.8,0.0,10015.5
58265,20220903013410,21.3,1019.2,57,211,0.0,0.0,10143.6
58343,20220903013410,25.1,1016.2,24,6,1.5,1.2,10325.4
58345,20220903013410,34.0,1018.5,86,163,10.8,1.0,10330.9
58354,20220903013410,1.8,1018.2,48,121,13.6,0.9,10105.5
58356,20220903013410,26.8,1022.2,71,139,4.0,0.2,10145.5
58358,20220903013410,21.1,1022.7,64,48,1.9,1.0,10348.7
57598,20220903013410,29.0,1006.6,7,325,8.1,0.3,10384.6
57696,20220903013410,13.1,1013.1,78,39,8.8,0.4,10173.5
57789,20220903013410,19.7,1010.5,62,203,11.3,0.7,10479.4
57793,20220903013410,25.2,1017.8,14,13,1.7,0.8,10196.4
57799,20220903013410,15.7,1022.2,32,115,9.3,0.1,10060.6
57894,20220903013410,17.6,1014.0,25,341,14.6,0.1,10105.2
57896,20220903013410,4.7,1010.4,93,323,1.4,0.9,10395.8
57993,20220903013410,13.0,1019.1,82,2,4.6,1.0,10323.8
58506,20220903013410,24.4,1026.0,61,256,9.2,1.5,10052.4
