站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
59058,20220830001204,3.1,1010.3,58,248,1.5,1.4,10437.0
59065,20220830001204,8.2,1004.6,43,178,4.5,1.5,10088.1
59209,20220830001204,20.4,1011.6,44,197,1.2,0.1,10161.8
59211,20220830001204,12.4,1005.6,56,112,1.7,0.2,10393.5
59218,20220830001204,34.7,1005.2,86,81,1.8,0.7,10411.3
59228,20220830001204,12.4,1019.7,23,188,0.3,0.8,10268.7
59242,20220830001204,31.3,1005.2,10,173,10.3,0.8,10184.9
59254,20220830001204,26.3,1018.6,32,171,7.4,0.6,10238.8
59265,20220830001204,17.9,1025.6,21,337,13.5,1.3,10233.6
59417,20220830001204,9.1,1025.5,24,260,10.7,0.5,10450.0
59431,20220830001204,2.7,1009.4,73,52,0.1,0.1,10267.3
59446,20220830001204,20.5,1002.7,29,324,2.9,1.1,10439.7
59453,20220830001204,18.2,1009.2,45,127,0.8,0.0,10281.4
59626,20220830001204,11.5,1020.8,7,341,12.4,0.6,10312.0
59631,20220830001204,28.5,1006.2,56,266,14.1,0.3,10255.3
59632,20220830001204,9.0,1008.0,37,232,9.7,1.2,10073.1
59644,20220830001204,10.3,1001.0,29,214,12.2,0.0,10488.1
59647,20220830001204,24.9,1010.5,31,11,1.6,0.8,10253.4
56691,20220830001204,2.6,1003.0,79,3,14.8,1.3,10421.1
56693,20220830001204,23.6,1004.4,81,18,7.6,1.2,10432.8
56792,20220830001204,24.1,1014.4,24,74,10.9,1.1,10397.9
56793,20220830001204,8.8,1001.3,27,346,11.8,1.2,10321.6
57606,20220830001204,5.7,1022.6,83,146,11.7,0.8,10356.7
57614,20220830001204,19.4,1018.3,72,320,11.4,1.5,10141.3
57625,20220830001204,3.2,1005.4,94,237,5.5,0.4,10126.3
57647,20220830001204,21.8,1017.5,65,298,14.8,1.4,10400.2
57707,20220830001204,21.6,1007.8,67,355,9.4,0.0,10119.1
57710,20220830001204,4.7,1013.7,84,70,1.0,0.7,10235.7
57712,20220830001204,1.2,1017.0,95,8,13.2,0.7,10433.1
57718,20220830001204,16.6,1020.6,9,232,12.6,0.4,10272.7
57722,20220830001204,13.4,1025.6,71,224,1.6,0.0,10430.8
57729,20220830001204,32.2,1009.9,34,36,4.9,0.4,10443.1
57731,20220830001204,30.9,1011.7,3,348,3.8,1.2,10344.9
57741,20220830001204,26.6,1024.7,94,297,9.3,0.6,10319.4
57803,20220830001204,16.0,1006.3,16,267,14.7,1.0,10394.0
57805,20220830001204,21.4,1024.7,96,356,0.9,0.8,10187.2
57806,20220830001204,8.2,1021.9,65,139,2.8,0.6,10267.8
57816,20220830001204,13.8,1004.6,17,206,5.3,1.4,10328.6
57825,20220830001204,22.6,1012.9,58,312,14.2,1.3,10088.0
57827,20220830001204,26.2,1006.9,17,205,3.3,1.5,10422.7
57832,20220830001204,6.6,1009.9,87,40,9.5,0.6,10083.2
57839,20220830001204,9.0,1003.5,33,40,8.6,0.8,10025.8
57840,20220830001204,33.6,1002.3,23,121,7.4,0.8,10447.1
57902,20220830001204,0.4,1016.2,86,228,1.8,0.5,10483.2
57906,20220830001204,16.5,1011.7,48,34,1.1,1.3,10226.2
57907,20220830001204,16.6,1011.3,71,319,5.8,1.0,10359.6
57910,20220830001204,32.9,1000.6,99,179,6.1,1.2,10221.2
57912,20220830001204,34.9,1017.1,98,45,6.3,0.3,10194.5
57916,20220830001204,34.5,1001.8,32,43,0.5,1.4,10222.3
57922,20220830001204,3.5,1010.0,28,84,0.5,1.4,10338.7
57926,20220830001204,34.0,1001.5,28,111,0.3,0.1,10405.6
57932,20220830001204,9.8,1026.0,35,321,0.8,0.3,10362.5
59758,20220830001204,23.4,1009.8,24,273,0.9,0.2,10077.3
59838,20220830001204,32.1,1018.9,18,15,0.2,0.9,10149.8
59845,20220830001204,19.3,1021.5,68,11,14.5,0.3,10377.1
59849,20220830001204,25.8,1008.2,89,176,7.4,1.0,10134.7
59855,20220830001204,8.6,1003.1,28,57,7.6,0.6,10254.1
59948,20220830001204,10.0,1007.2,52,152,9.1,0.8,10393.0
59954,20220830001204,32.7,1010.7,51,33,1.2,1.0,10499.2
59981,20220830001204,11.4,1002.5,12,291,8.9,0.3,10253.8
53399,20220830001204,12.9,1019.4,1,89,13.2,1.1,10248.0
53593,20220830001204,34.4,1020.4,69,308,8.6,0.3,10062.2
53698,20220830001204,34.7,1008.2,92,105,1.1,0.5,10401.1
53798,20220830001204,33.9,1015.1,56,46,12.8,1.4,10305.3
54308,20220830001204,2.0,1019.4,81,194,14.5,0.0,10321.8
54311,20220830001204,7.4,1026.2,94,140,8.8,0.1,10061.6
54401,20220830001204,11.5,1015.0,41,75,2.9,1.5,10406.8
54405,20220830001204,11.5,1017.4,12,236,8.6,0.6,10353.4
54423,20220830001204,16.7,1015.6,4,214,10.7,0.7,10100.3
54429,20220830001204,5.5,1003.3,56,192,12.2,0.0,10178.5
54436,20220830001204,9.4,1020.9,13,198,10.1,0.0,10158.2
54449,20220830001204,31.9,1003.2,78,342,1.2,0.4,10206.7
54518,20220830001204,18.3,1013.6,94,296,4.2,0.1,10108.8
54534,20220830001204,0.1,1024.5,24,65,14.6,0.3,10107.7
54535,20220830001204,12.4,1018.6,15,209,9.7,0.2,10412.8
54539,20220830001204,6.9,1025.8,65,260,2.0,1.4,10139.8
54602,20220830001204,27.3,1025.2,95,294,3.9,0.3,10261.7
54606,20220830001204,17.5,1001.6,7,95,1.7,0.5,10125.2
54618,20220830001204,22.6,1022.2,83,303,4.6,0.8,10319.0
54624,20220830001204,22.1,1022.9,85,334,5.9,0.1,10000.3
54705,20220830001204,23.7,1016.8,30,6,12.5,0.3,10210.1
53898,20220830001204,3.8,1020.3,5,178,14.9,1.0,10061.0
53986,20220830001204,2.3,1015.3,79,13,5.6,0.4,10225.5
57051,20220830001204,19.6,1014.6,83,109,8.2,1.4,10043.4
57067,20220830001204,30.2,1022.2,71,116,1.0,0.3,10463.1
57071,20220830001204,20.2,1025.0,96,22,4.0,1.1,10388.2
57077,20220830001204,3.0,1014.1,39,250,0.5,0.4,10158.7
57083,20220830001204,28.7,1025.8,13,49,8.6,0.2,10154.7
57084,20220830001204,29.8,1023.0,15,294,8.4,0.0,10357.2
57089,20220830001204,12.0,1004.7,86,95,11.4,1.2,10470.1
57091,20220830001204,34.6,1011.5,43,186,9.3,0.8,10039.4
57156,20220830001204,18.0,1010.0,52,15,3.0,0.8,10362.0
57178,20220830001204,21.8,1004.9,56,66,3.1,0.1,10017.9
57181,20220830001204,12.3,1025.7,44,315,14.6,0.0,10463.5
57193,20220830001204,19.2,1008.6,92,295,4.3,1.3,10398.5
57285,20220830001204,7.1,1021.5,70,189,11.7,0.9,10222.1
57290,20220830001204,21.9,1019.1,94,165,10.5,1.2,10185.5
57297,20220830001204,3.0,1013.8,58,27,13.0,0.4,10099.6
58005,20220830001204,21.1,1011.8,77,169,9.4,1.5,10367.5
58111,20220830001204,11.1,1021.1,19,137,1.8,0.0,10227.7
58208,20220830001204,3.1,1021.0,76,313,5.6,0.8,10491.9
50136,20220830001204,5.4,1018.0,4,12,9.5,0.8,10023.4
50246,20220830001204,15.1,1023.4,34,65,14.7,0.5,10496.3
50247,20220830001204,16.7,1022.2,53,242,3.0,1.4,10413.1
50349,20220830001204,30.3,1020.2,31,64,7.7,0.5,10325.0
50353,20220830001204,29.2,1012.2,22,167,14.7,0.0,10318.6
50442,20220830001204,14.7,1013.8,12,1,10.2,0.0,10497.5
50468,20220830001204,7.7,1005.3,23,17,13.5,0.2,10467.6
50557,20220830001204,24.6,1021.6,45,153,10.9,1.0,10018.0
50564,20220830001204,9.7,1000.5,73,64,5.9,0.5,10379.0
50656,20220830001204,4.5,1024.4,75,73,10.9,0.5,10451.2
50658,20220830001204,3.4,1001.9,3,55,9.2,1.2,10174.4
50674,20220830001204,27.6,1021.0,46,196,4.8,1.3,10024.1
50739,20220830001204,32.6,1009.8,12,28,9.5,1.1,10460.1
50742,20220830001204,14.0,1003.6,96,84,4.7,1.3,10066.7
50745,20220830001204,34.8,1011.4,45,300,9.5,1.4,10035.3
50756,20220830001204,32.9,1019.7,1,180,12.4,0.1,10435.1
50758,20220830001204,3.3,1009.1,78,44,10.2,0.5,10268.0
50774,20220830001204,2.1,1016.4,9,186,0.1,1.5,10055.5
50778,20220830001204,6.4,1014.7,41,249,13.8,0.4,10310.6
50788,20220830001204,4.4,1017.3,69,254,5.7,0.5,10451.4
50844,20220830001204,25.1,1014.3,11,309,5.7,1.5,10164.9
50853,20220830001204,33.9,1011.3,79,160,10.3,1.4,10432.2
50854,20220830001204,2.1,1025.7,90,76,7.1,1.3,10481.7
50862,20220830001204,11.0,1000.6,99,44,14.9,1.1,10386.2
50873,20220830001204,33.2,1015.8,13,320,10.6,0.6,10006.5
50877,20220830001204,3.1,1012.3,96,134,14.2,0.1,10429.7
50888,20220830001204,11.3,1011.3,55,341,5.5,1.1,10328.6
50950,20220830001204,7.6,1001.0,28,267,14.3,0.9,10224.9
50953,20220830001204,20.3,1015.2,2,2,8.0,0.5,10142.7
50955,20220830001204,11.5,1012.4,45,342,0.3,0.7,10083.1
50963,20220830001204,1.3,1007.6,65,322,8.0,0.6,10078.6
50968,20220830001204,4.9,1000.8,53,126,3.8,0.7,10420.0
50973,20220830001204,27.1,1020.7,38,285,4.9,0.2,10498.6
50978,20220830001204,14.9,1004.4,24,181,14.3,0.3,10006.1
50983,20220830001204,18.6,1006.6,1,343,2.7,0.4,10006.6
54094,20220830001204,8.6,1025.9,81,145,14.8,0.9,10181.6
54096,20220830001204,21.4,1001.1,17,52,2.3,0.9,10218.3
57251,20220830001204,33.5,1008.7,78,97,4.8,1.2,10410.9
57256,20220830001204,8.3,1019.7,2,52,13.5,1.0,10477.6
57259,20220830001204,25.8,1025.5,26,210,0.7,1.3,10111.2
57265,20220830001204,14.7,1019.0,79,235,0.9,1.0,10122.7
57278,20220830001204,13.1,1003.5,70,7,4.4,0.2,10077.7
57279,20220830001204,25.1,1015.1,95,35,7.5,0.8,10168.9
57355,20220830001204,21.9,1001.7,16,304,2.4,0.8,10430.7
57358,20220830001204,14.0,1003.5,14,222,13.8,0.7,10049.4
57359,20220830001204,32.1,1006.5,58,171,4.0,1.0,10285.9
57363,20220830001204,33.1,1022.7,8,258,12.8,0.2,10134.9
57378,20220830001204,12.0,1024.5,42,157,5.4,0.0,10249.2
57381,20220830001204,25.6,1010.6,89,206,4.3,1.3,10335.9
57395,20220830001204,10.1,1018.2,99,132,3.7,0.0,10318.7
57399,20220830001204,17.7,1005.1,56,355,1.3,1.4,10064.1
57439,20220830001204,9.6,1009.8,59,358,2.0,1.5,10359.9
57445,20220830001204,23.3,1007.4,10,227,5.5,0.1,10391.7
57447,20220830001204,7.9,1001.2,34,286,14.9,1.2,10460.7
57458,20220830001204,10.9,1001.0,36,239,12.8,0.6,10445.9
57461,20220830001204,14.2,1004.6,32,65,7.5,1.0,10427.9
57476,20220830001204,15.8,1002.3,52,102,10.3,0.4,10408.6
57482,20220830001204,34.5,1026.4,7,53,1.2,1.5,10474.7
57483,20220830001204,11.9,1011.8,72,2,11.5,0.2,10360.1
57493,20220830001204,23.2,1020.3,61,356,5.6,1.1,10105.7
57494,20220830001204,30.5,1022.5,6,129,2.9,0.1,10496.5
57545,20220830001204,7.3,1006.4,85,56,2.9,0.2,10480.0
57573,20220830001204,34.7,1006.6,63,14,5.5,0.1,10021.8
57581,20220830001204,28.1,1023.1,31,234,13.9,0.6,10406.5
57583,20220830001204,13.6,1006.3,25,161,1.9,0.9,10265.4
57595,20220830001204,29.8,1004.5,14,126,11.0,0.1,10471.6
58402,20220830001204,25.6,1020.7,97,322,6.8,0.6,10453.0
58407,20220830001204,30.1,1022.3,46,286,13.6,1.1,10252.8
58500,20220830001204,2.1,1016.9,16,5,10.2,0.3,10411.1
57554,20220830001204,1.1,1018.2,17,55,1.3,0.1,10247.0
57562,20220830001204,18.9,1022.8,97,202,6.7,0.8,10171.2
57574,20220830001204,29.2,1021.0,33,115,5.0,0.5,10152.6
57584,20220830001204,23.5,1003.1,26,94,12.5,0.0,10358.0
57642,20220830001204,16.9,1013.1,98,205,10.4,0.9,10010.8
57649,20220830001204,10.5,1003.8,95,22,12.8,1.4,10102.5
57655,20220830001204,16.8,1002.7,1,315,4.2,0.8,10452.5
57662,20220830001204,33.6,1015.7,64,301,2.0,0.0,10206.2
57669,20220830001204,11.4,1020.6,40,20,6.4,0.1,10398.7
57671,20220830001204,30.7,1009.1,19,187,5.5,0.9,10365.1
57673,20220830001204,29.4,1022.7,86,11,9.4,0.5,10271.8
57679,20220830001204,35.0,1004.0,69,273,3.4,1.1,10209.9
57682,20220830001204,0.6,1006.6,15,154,5.2,1.0,10271.5
57687,20220830001204,3.4,1019.7,21,269,0.3,1.4,10106.1
57745,20220830001204,35.0,1007.3,11,76,1.3,0.4,10477.6
57749,20220830001204,34.7,1013.5,46,138,10.7,0.1,10300.1
57752,20220830001204,13.9,1024.3,50,270,11.9,0.4,10346.9
57758,20220830001204,31.4,1022.7,40,213,2.1,0.7,10349.1
57761,20220830001204,33.6,1020.6,12,217,0.7,0.6,10393.8
57766,20220830001204,0.5,1025.7,13,89,0.7,0.1,10218.9
57774,20220830001204,4.9,1015.1,11,278,2.4,0.0,10472.1
57776,20220830001204,8.7,1006.3,66,329,10.0,1.2,10259.2
57779,20220830001204,9.7,1002.0,50,17,11.8,0.4,10347.8
57780,20220830001204,33.5,1006.9,72,25,5.8,1.1,10240.8
57841,20220830001204,21.3,1004.4,55,323,7.0,0.5,10353.9
57845,20220830001204,21.7,1019.9,55,42,5.7,0.3,10162.8
57853,20220830001204,15.5,1000.8,79,270,9.0,0.3,10076.5
57857,20220830001204,31.9,1008.9,67,176,2.6,0.9,10403.0
57860,20220830001204,26.7,1003.3,61,30,1.9,0.3,10186.9
57866,20220830001204,24.0,1007.9,80,356,1.5,0.1,10011.6
57872,20220830001204,9.9,1021.4,43,281,7.9,0.4,10178.5
57874,20220830001204,19.7,1001.7,95,39,13.8,0.8,10110.7
57889,20220830001204,25.7,1002.0,2,39,7.5,1.3,10470.8
57965,20220830001204,21.4,1011.0,88,56,1.6,1.0,10181.7
57972,20220830001204,7.6,1001.6,4,283,0.7,1.3,10258.4
57974,20220830001204,21.8,1017.7,100,127,11.6,1.0,10300.8
50936,20220830001204,9.9,1017.6,7,239,5.8,0.7,10240.0
50945,20220830001204,14.5,1012.2,73,340,0.5,1.1,10442.2
50948,20220830001204,2.4,1011.9,42,315,13.2,0.5,10154.0
50949,20220830001204,10.9,1005.7,96,217,1.2,1.4,10376.4
54041,20220830001204,23.6,1021.7,75,83,14.9,0.4,10465.0
54049,20220830001204,18.9,1011.6,26,243,11.6,1.3,10326.3
54063,20220830001204,28.9,1021.2,44,194,9.3,1.3,10024.8
54064,20220830001204,30.9,1017.7,61,236,12.6,1.5,10114.4
54142,20220830001204,33.3,1003.3,82,109,14.8,0.4,10243.3
54157,20220830001204,2.4,1015.8,60,256,13.2,1.3,10339.5
54161,20220830001204,26.6,1001.6,27,121,10.1,0.6,10094.5
54165,20220830001204,16.1,1009.2,18,262,9.1,0.5,10453.1
54171,20220830001204,23.6,1020.1,37,10,9.1,1.3,10046.4
54181,20220830001204,32.6,1004.5,84,168,6.6,0.3,10076.7
54186,20220830001204,9.0,1015.5,97,266,1.8,1.5,10274.8
54195,20220830001204,30.8,1023.5,35,126,10.4,0.7,10459.2
54260,20220830001204,20.4,1000.5,31,134,1.6,1.4,10189.3
54263,20220830001204,4.0,1021.3,56,249,6.5,1.5,10058.9
54266,20220830001204,26.9,1013.2,36,269,11.4,1.5,10154.1
54273,20220830001204,11.5,1013.1,95,26,10.3,0.9,10149.3
54276,20220830001204,25.5,1010.2,13,72,11.3,1.0,10441.7
54284,20220830001204,16.6,1016.5,96,71,5.5,0.7,10448.9
54285,20220830001204,24.0,1015.0,32,274,7.4,0.6,10235.6
54286,20220830001204,24.3,1025.9,64,214,0.8,0.9,10466.8
54292,20220830001204,4.5,1007.3,5,11,12.1,1.2,10459.6
54363,20220830001204,1.9,1009.3,95,77,8.0,0.2,10357.9
54374,20220830001204,24.0,1014.3,55,127,3.3,0.1,10016.2
54377,20220830001204,7.5,1002.5,50,129,10.4,0.8,10300.8
54386,20220830001204,16.4,1018.9,57,208,1.0,0.0,10167.7
58026,20220830001204,13.2,1003.4,75,79,14.4,0.1,10490.9
58027,20220830001204,13.7,1024.3,50,321,10.6,0.7,10467.5
58038,20220830001204,25.3,1003.2,83,290,14.7,0.3,10004.2
58040,20220830001204,10.3,1024.5,27,348,6.6,0.2,10334.9
58047,20220830001204,10.9,1005.5,48,79,12.4,0.6,10056.1
58130,20220830001204,2.8,1019.0,20,64,10.8,0.4,10168.4
58135,20220830001204,23.8,1004.6,26,345,7.0,0.3,10189.8
58138,20220830001204,30.8,1023.7,59,184,3.7,0.0,10326.9
58141,20220830001204,6.6,1023.7,94,254,1.2,0.0,10014.2
58143,20220830001204,29.0,1011.4,77,298,0.9,0.7,10261.8
58150,20220830001204,20.7,1016.6,8,173,14.4,0.4,10048.5
58158,20220830001204,14.8,1008.9,46,184,3.8,0.7,10416.9
58238,20220830001204,16.7,1020.8,54,134,10.7,1.4,10343.3
58241,20220830001204,31.2,1024.8,15,231,0.3,0.7,10258.4
58251,20220830001204,19.8,1003.1,72,242,10.4,0.6,10107.8
58252,20220830001204,26.0,1010.1,55,103,11.0,0.7,10443.3
58255,20220830001204,9.3,1001.7,9,89,4.7,1.3,10171.4
58259,20220830001204,2.9,1004.1,84,107,14.9,1.4,10193.4
58265,20220830001204,0.3,1014.6,60,337,7.9,1.4,10476.2
58343,20220830001204,26.5,1006.2,67,64,7.8,0.8,10470.1
58345,20220830001204,18.4,1014.6,100,322,3.3,1.5,10279.1
58354,20220830001204,16.4,1008.7,87,256,13.3,1.3,10196.6
58356,20220830001204,1.3,1022.6,6,359,11.2,0.0,10355.9
58358,20220830001204,6.3,1004.1,12,218,11.0,1.3,10216.7
57598,20220830001204,27.0,1021.7,15,121,7.8,0.1,10230.1
57696,20220830001204,9.0,1012.7,99,243,9.4,0.8,10141.4
57789,20220830001204,30.0,1019.8,47,43,13.1,0.3,10081.4
57793,20220830001204,6.7,1012.2,15,38,1.5,1.3,10488.0
57799,20220830001204,11.0,1022.5,83,155,5.7,1.2,10216.5
57894,20220830001204,2.1,1010.6,25,28,8.3,1.5,10393.4
57896,20220830001204,22.9,1009.3,23,268,7.3,0.8,10349.5
57993,20220830001204,33.7,1002.1,79,89,4.0,0.5,10103.1
58506,20220830001204,3.1,1019.2,8,330,2.7,0.9,10108.3
